SN,SMT ID,IMIS ID,"New LAC 
 [ After De-limitation ]","Block
 [ After Delimitation ]",GP,Type,Scheme Type,Name of Scheme,SO NAME,Contractor Name,FHTC Target as per TS / DPR,FHTC Achieved,Sub-Division,"Work Status 
[ as per JJM Brain as on 10-08-2026 ]","Operational Status as per JJM Brain 
[ as on 10-08-2026 ]",PWSS Operational Status as per FIELD,"Work will be resolve / done by
[ For Partially or Non Operative PWSS ]","Estimate Prepared or Not
[ For Partially or Non Operative PWSS ]","Whether AA Accorded
[ For Partially or Non Operative PWSS ]","Work Allotted or Not
[ For Partially or Non Operative PWSS ]",Estimate Amount [ in Rs. ],If Work Allotted - Name of the Contractor,Work Status for making the PWSS functional [ Not Started / Ongoing / Halted / Completed ],Remarks,Specific Reason from JJM Brain / Issue,Tariff Collection,Issue will Resolve by / Action Taken,"Physical progress (in %) as per IMIS
 [ 30-06-2026 ]",Estimate provided under SOPD,"Estimate Amount to SOPD
 [ in Rs ]"
224,14401,30003610,SADIYA,SAIKHOWA,HAHKHATI,NEW,NON TEA GARDEN,UPPERLAUPANI NC 2 PWSS,AYANJYOTI,Ankuran Adhyapak,270,262,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,46,,
225,17989,30185315,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,BORPATHAR PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),146,25,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,34,,
226,18050,30203715,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,NO 1 NAGAON PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),200,153,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,58,,
227,18115,30181192,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,1 NO BACHA GAON PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),92,92,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,26,,
228,18086,30181265,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,1 NO BISHNUPUR PWSS,KRISHNA KAMAL,Vinay Bhardwaj,84,129,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
229,18120,30063322,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,1 NO BOIRAGI MATH PWSS,KRISHNA KAMAL,Shailendra Singh,164,164,TINSUKIA,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,87801,AJIT SINGH,Ongoing,,Leakage in Distribution Line,Tariff Collection: NO,,100,,
230,18094,30215913,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,2 NO BISHNUPUR PWSS,KRISHNA KAMAL,Vinay Bhardwaj,176,180,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,60101,bhageswar konwar,Ongoing,,Centrifugal Pump Malfunction,Tariff Collection: NO,,100,,
231,18121,30181300,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,2 NO GOHAIN GAON PWSS,KRISHNA KAMAL,SUPREME ZARDA HOUSE,169,170,TINSUKIA,HANDED_OVER,PARTIALLY_OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,70618,AJIT SINGH,Ongoing,,Leakage in Distribution Line,Tariff Collection: NO,,100,,
232,18097,30181409,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,2 NO RAMPUR MEGELA PWSS,KRISHNA KAMAL,Vinay Bhardwaj,243,243,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,65976,bhageswar konwar,Ongoing,,Feeder cable (AB) damage,Tariff Collection: YES,,100,,
233,17780,30181445,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,2 NO. CHILLLING PWSS,ANUREKH,M/S O.G. Enterprises,128,126,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,49,,
234,18116,30181458,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,4 MILE PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),51,52,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
235,17784,30181700,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,AMARPUR PWSS,ANUREKH,M/S O.G. Enterprises,156,156,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,59,,
236,17788,30181743,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,ARAPATANG PWSS,ANUREKH,M/S O.G. Enterprises,41,40,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
237,17792,30181797,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,BACHA GAON PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),105,55,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,50,,
238,18017,30181839,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,BAHANI GAON NC PWSS,KRISHNA KAMAL,M/S O.G. Enterprises,57,52,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,42,,
239,14234,30216307,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,BAIRAGI CHAPARI PWSS,ANUREKH,DONY GOHAIN,283,259,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
240,18124,30216461,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,BHABALA PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),150,42,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,0,,
241,17795,30190315,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,CHARAH GAON PWSS,ANUREKH,M/S O.G. Enterprises,93,90,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,0,,
242,14235,30076839,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,CHILLING MING MANG PWSS,ANUREKH,M/S R R PROJECTS (PROP. RAJA LINGI),257,240,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,0,,
243,17801,30190577,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,CHILLING PWSS,ANUREKH,M/S O.G. Enterprises,165,175,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
244,15374,30006825,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,DOOM PATHAR PWSS,KRISHNA KAMAL,Sunil Shah,218,218,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
245,18100,30215927,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,DOPANI BORGAON PWSS,KRISHNA KAMAL,Vinay Bhardwaj,130,132,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
246,18102,30191590,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,DOPANI GAON PWSS,KRISHNA KAMAL,Vinay Bhardwaj,108,110,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,92060,bidyut borah,Ongoing,,Centrifugal Pump Malfunction,Tariff Collection: NO,,36,,
247,17806,30191755,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,ETSUM PWSS,ANUREKH,Bolen Pertin,149,0,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,43,,
248,15365,30016474,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,GARGAON PWSS,KRISHNA KAMAL,BISWAJIT GOGOI,262,262,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: YES,,100,,
249,17810,30192950,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,GHAHPUR PWSS,ANUREKH,M/S O.G. Enterprises,178,171,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,68,,
250,18104,30195979,SADIYA,SADIYA,RAJGARH,NEW,NON TEA GARDEN,HARIPUR PWSS,KRISHNA KAMAL,Vinay Bhardwaj,99,99,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,74,,
251,14419,30137414,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,HASTINAPUR PWSS,ANUREKH,M/S O.G. Enterprises,235,219,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,59,,
252,18022,30196182,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,HOLLOW GAON PWSS,KRISHNA KAMAL,M/S O.G. Enterprises,137,184,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,71,,
253,15464,30012260,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,KAKARAMORA PWSS,KRISHNA KAMAL,Vinay Bhardwaj,327,327,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,Estimated Submitted to P&RD - Work Ongoing,100,,
254,17905,30192052,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,KARMI PWSS,ANUREKH,M/S O.G. Enterprises,137,142,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
255,18119,30215821,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,KUNDIL KINAR PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),137,108,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,33,,
256,18118,30193770,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,LAKHIMPURIA NEPALI PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),117,111,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,20,,
257,18117,30216791,SADIYA,SADIYA,NA-SADIYA,NEW,NON TEA GARDEN,LAKHIMPURIA PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),143,109,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
258,18024,30200501,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,MAJGAON PWSS,KRISHNA KAMAL,M/S O.G. Enterprises,95,42,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: YES,CONTRACTOR - Work Ongoing,100,,
259,18030,30202011,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,MOGAR BOSTI PWSS,KRISHNA KAMAL,M/S R R PROJECTS (PROP. RAJA LINGI),60,73,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,70,,
260,17821,30200629,SADIYA,SADIYA,AMARPUR,NEW,NON TEA GARDEN,NAPUN PWSS,ANUREKH,Bolen Pertin,163,0,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,41,,
261,18026,30200650,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,NASAI GAON PWSS,KRISHNA KAMAL,M/S O.G. Enterprises,71,66,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,59,,
262,18028,30185131,SADIYA,SADIYA,HOLLOW GAON,NEW,NON TEA GARDEN,TUPSINGA GAON NC PWSS,KRISHNA KAMAL,M/S O.G. Enterprises,187,46,TINSUKIA,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
309,14995,30147295,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,1 NO BOJALTOLI PWSS,KRISHNA KAMAL,SRI KAUSHAL SHARMA,221,220,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
310,14404,30015778,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,1 NO KHOBANG TE 105 PWSS,AYANJYOTI,Vinay Bhardwaj,224,251,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
311,14801,30042181,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,1 NO KHOBANG TE 21 PWSS,AYANJYOTI,M/S SIGNAGE INDIA,175,151,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,20,,
312,14802,30181365,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,2 NO KHOBANG TE 105 PWSS,AYANJYOTI,Nomita Chutia Hazarika,136,118,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,YES,YES,99618,JUGANTA GOGOI,Not Started,,Theft of Centrifugal Pump Panel Board,Tariff Collection: NO,,100,,
313,14406,30042178,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,2 NO KHOBANG TE 21 PWSS,AYANJYOTI,M/S M.P. Agarwalla,277,144,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,70,,
314,15002,30181384,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,2 NO MEGELA PWSS,KRISHNA KAMAL,Sujit Kumar Maheswari,188,188,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: YES,,100,,
315,14405,30015933,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,3 NO KHOBANG TE 105 FS PWSS,AYANJYOTI,Vinay Bhardwaj,218,139,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,74,,
316,14407,30006846,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,3 NO KHOBANG TE 21 PWSS,AYANJYOTI,Jaapi Green Products LLP,268,274,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,45951,juganta gogoi,Completed,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Not Started,100,,
317,14841,30042184,SADIYA,SAIKHOWA,DANGARI,NEW,NON TEA GARDEN,BIHIA GAON PWSS,AYANJYOTI,M/S SAI ENTERPRISE,213,156,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,90,,
318,15011,30041335,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,BOR PATHAR NO.3 PWSS,KRISHNA KAMAL,M/S Lengdone World Enterprise,195,193,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
319,14949,30205418,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,BUS LINE PWSS,AYANJYOTI,Swapan Das,181,174,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,50,,
320,14402,30042141,SADIYA,SAIKHOWA,KHOBANG,NEW,NON TEA GARDEN,DAISA BALIJAN NO.1 PWSS,AYANJYOTI,M/S M.P. Agarwalla,244,186,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,40,,
321,15270,30191224,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,DEEPA LINE PWSS,KRISHNA KAMAL,M/S O.G. Enterprises,239,116,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
322,14854,30205978,SADIYA,SAIKHOWA,DANGARI,NEW,NON TEA GARDEN,JANKINAR PWSS,AYANJYOTI,Manirul Haque Ansari,127,127,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: YES,PWD,100,YES,2537731
323,15283,30191848,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,KAPAHBARI PWSS,KRISHNA KAMAL,M/S MAA KAMAKHYA CONSTRUCTION,70,50,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
324,14403,30016519,SADIYA,SAIKHOWA,KHOBANG,NEW,NON TEA GARDEN,KHOBANG GAON PWSS,AYANJYOTI,Kamal Jyoti Buragohain,205,208,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,40631,JUGANTA GOGOI,Completed,GI Fitting Left,,Tariff Collection: YES,,100,,
325,14964,30192515,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,KHOBANG T.E. 17/21 PWSS,AYANJYOTI,M/s S.B. Enterprises,174,174,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: YES,,100,YES,1636356
326,14812,30192542,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,KHOBANG T.E.110-74 WL. PWSS,AYANJYOTI,SRI KAUSHAL SHARMA,86,83,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
327,15032,30193317,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,KULA PATHAR NO.2 PWSS,KRISHNA KAMAL,Ripan Borah,64,56,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
328,14865,30042157,SADIYA,SAIKHOWA,DANGARI,NEW,NON TEA GARDEN,LAWPATI GAON NO.1 PWSS,AYANJYOTI,M/S SAI ENTERPRISE,202,202,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,Estimates under Prepration to SOPD,100,,
329,15037,30204851,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,LUKHRONG GAON PWSS,KRISHNA KAMAL,Bijendra Sah,128,118,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,95922,PROTIM SONOWAL,Ongoing,,,Tariff Collection: YES,Estimates Already send under SOPD to HQ,100,YES,1251218
330,14410,30007010,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,LUKHRONG PATHAR PART 1 PWSS,KRISHNA KAMAL,M/S Lengdone World Enterprise,233,230,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,155368,rituraj sonowal,Completed,,,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,YES,814946
331,14409,30018796,SADIYA,SAIKHOWA,MEGELA,NEW,TEA GARDEN SCHEME,MEGALA T.E.NO.349 NLR PWSS,KRISHNA KAMAL,Jaapi Green Products LLP,259,237,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
332,15299,30200700,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,TALAP BALIBAZAR PART 2 PWSS ( NATUN COLONY ),KRISHNA KAMAL,M/S G.D. Construction,378,125,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
333,15355,30039607,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,NATUN GAON PWSS,KRISHNA KAMAL,M/S SIGNAGE INDIA,189,68,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
334,26351,30199487,SADIYA,SAIKHOWA,KHOBANG,NEW,TEA GARDEN SCHEME,PURANA LINE PWSS,AYANJYOTI,Vinay Bhardwaj,130,130,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
335,14723,30032833,SADIYA,SAIKHOWA,DANGARI,NEW,TEA GARDEN SCHEME,SADA SIVA T.E PWSS,AYANJYOTI,Jaapi Green Products LLP,97,87,TINSUKIA,HANDED_OVER,NON_OPERATIVE,Non Operative,P&RD - 15 FC,YES,,YES,73350,JUGANTA GOGOI,Ongoing,,Electrical Fault in the Starter,Tariff Collection: NO,,100,,
336,15366,30204531,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,SAMAGURI GAON PWSS,KRISHNA KAMAL,M/S G.D. Construction,217,207,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,,100,,
337,15042,30182197,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,SARU DHAUM PWSS,KRISHNA KAMAL,Prince Jaiswal,215,168,TINSUKIA,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,70684,PROTIM SONOWAL,Ongoing,,,Tariff Collection: NO,,100,,
338,15053,30128399,SADIYA,SAIKHOWA,MEGELA,NEW,NON TEA GARDEN,SONARI NO1 & 2 PWSS,KRISHNA KAMAL,Biren Borkotoky,161,163,TINSUKIA,HANDED_OVER,OPERATIVE,Fully Operative,P&RD - 15 FC,YES,YES,YES,99958,PROTIM SONOWAL,Completed,,,Tariff Collection: NO,,100,,
339,15247,30183621,SADIYA,SAIKHOWA,TALAP,NEW,TEA GARDEN SCHEME,TALAP BODO LINE PWSS,AYANJYOTI,Swapan Das,170,171,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: YES,,100,,
340,14415,30147280,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,TALAP GAON PWSS,KRISHNA KAMAL,SRI KAUSHAL SHARMA,224,239,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
341,14823,30015948,SADIYA,SAIKHOWA,TALAP,NEW,TEA GARDEN SCHEME,TALAP T.E 100 FS PART 1 PWSS,KRISHNA KAMAL,M/S SIGNAGE INDIA,205,184,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,Estimates Already send under SOPD to HQ,100,YES,704433
342,14416,30011841,SADIYA,SAIKHOWA,TALAP,NEW,TEA GARDEN SCHEME,TALAP T.E 100 FS PART 2 PWSS,KRISHNA KAMAL,Sri Swadip Gohain,505,502,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
343,14417,30061327,SADIYA,SAIKHOWA,TALAP,NEW,TEA GARDEN SCHEME,TALAP TE 100 FS PWSS,KRISHNA KAMAL,Swapan Das,700,700,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,Sanctioned & Approved under SOPD - Work Ongoing,100,,
344,15379,30042174,SADIYA,SAIKHOWA,TALAP,NEW,NON TEA GARDEN,TENGA GAON PWSS,KRISHNA KAMAL,SUPREME ZARDA HOUSE,230,210,TINSUKIA,HANDED_OVER,OPERATIVE,,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
345,14408,30212735,SADIYA,SAIKHOWA,KHOBANG,NEW,NON TEA GARDEN,TIPUK 102 PART 1 PWSS,AYANJYOTI,SRI KESHAB CHUTIA,256,224,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimated Submitted to P&RD - Work Ongoing,100,,
346,14990,30041331,SADIYA,SAIKHOWA,KHOBANG,NEW,NON TEA GARDEN,TIPUK 102 PART 3 PWSS,AYANJYOTI,SRI KAUSHAL SHARMA,158,97,TINSUKIA,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
348,17006,30181567,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,AHOM PATHER(PANI GAON) PWSS,ANUPAM,Vinay Bhardwaj,94,46,DIGBOI,ONGOING,,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
349,17673,30181855,SADIYA,SAIKHOWA,MAITHONG,NEW,NON TEA GARDEN,BALIGAON BIJOYPUR PWSS,PARISHMITA,M/S O.G. Enterprises,191,102,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
350,17010,30183310,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,BARALI GAON NO.1 PWSS,ANUPAM,Vinay Bhardwaj,129,70,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,100,,
351,17014,30183670,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,BINAPANI CHUBURI PWSS,ANUPAM,Vinay Bhardwaj,92,93,DIGBOI,HANDED_OVER,OPERATIVE,Non Operative,P&RD - 15 FC,NO,,,,,,Panel board is short ,,Tariff Collection: NO,,89,,
354,17021,30184927,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,BORA CHUCK NO 1 PWSS,ANUPAM,Vinay Bhardwaj,143,145,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,,,,,,,,15 households are not getting water,,Tariff Collection: NO,,100,,
355,17028,30216496,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,BORALI NC PWSS,ANUPAM,Vinay Bhardwaj,142,142,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,73,,
357,17674,30190171,SADIYA,SAIKHOWA,MAITHONG,NEW,NON TEA GARDEN,BURAGOHAIN CHUCK PWSS,PARISHMITA,M/S O.G. Enterprises,83,70,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,Estimate Under Prepration in Division and will be sent to P&RD,100,,
364,17032,30076842,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,CHRISTIAN CHUBURI PWSS,ANUPAM,M/S Electro Mechnico Projects (P) Ltd,152,146,DIGBOI,HANDED_OVER,OPERATIVE,Fully Operative,,,,,,,,,,Tariff Collection: NO,,25,,
365,11902,30014507,SADIYA,SAIKHOWA,KAKAPATHAR,NEW,NON TEA GARDEN,DA PATHAR MAJ GAON PWSS,ANUPAM,M/S Tapan Dutta,225,153,DIGBOI,HANDED_OVER,OPERATIVE,Partially Operative,P&RD - 15 FC,YES,YES,YES,60160,Debajit Dwarah,Ongoing,20 households are not getting water,,Tariff Collection: YES,,100,,
368,17677,30191209,SADIYA,SAIKHOWA,MAITHONG,NEW,NON TEA GARDEN,DAPATHER NALAKAN CHUCK PWSS,PARISHMITA,Raidang,193,61,DIGBOI,ONGOING,PARTIALLY_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: YES,,100,,
370,17678,30191548,SADIYA,SAIKHOWA,MAITHONG,NEW,NON TEA GARDEN,DOANIA MAITHONG NO 1 PWSS,PARISHMITA,Raidang,150,87,DIGBOI,ONGOING,OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,,90,,
371,17680,30215961,SADIYA,SAIKHOWA,MAITHONG,NEW,NON TEA GARDEN,DOANIA MAITHONG NO 5 PWSS,PARISHMITA,Raidang,76,50,DIGBOI,ONGOING,NON_OPERATIVE,Non Operative,,,,,,,,,,Tariff Collection: NO,CONTRACTOR - Work Ongoing,100,,
